file_id,id,time,jd,mjd,ra_hours,dec_degs,x,y,telescope,filter,exp_length,mag,mag_error,flux,flux_error,pm_sky,pm_epoch,pm_pos_angle_sky
6034,SRC3061,33:52.0,2459516.565,59516.06519,3.201789567,-55.28190172,427.6100065,979.3181107,Prompt5,B,80,17.19514946,0.291281991,1059.327389,325.9699428,0,50:53.0,0
6034,SRC3062,33:52.0,2459516.565,59516.06519,3.206112598,-55.28215945,654.7662311,988.1318041,Prompt5,B,80,18.52822657,0.777587101,310.3125649,324.775866,0,50:53.0,0
6034,SRC3063,33:52.0,2459516.565,59516.06519,3.199647472,-55.28524462,314.9187036,996.3890422,Prompt5,B,80,16.98942402,0.244254239,1280.325456,323.0014324,0,50:53.0,0
6034,SRC3064,33:52.0,2459516.565,59516.06519,3.206101521,-55.28398837,652.3090587,998.0051706,Prompt5,B,80,18.46524651,0.733121393,328.8451067,317.1659351,0,50:53.0,0
6034,SRC3065,33:52.0,2459516.565,59516.06519,3.207670627,-55.28575428,734.1031066,1012.158258,Prompt5,B,80,19.39561621,1.154222042,139.5865271,264.5539211,0,50:53.0,0
6034,SRC3066,33:52.0,2459516.565,59516.06519,3.2085941,-55.28587001,783.3712765,1014.153159,Prompt5,B,80,16.14062054,0.097875808,2797.961738,263.9459586,0,50:53.0,0
6035,SRC2476,48:04.0,2459516.575,59516.07505,3.204379555,-55.12307102,586.3043631,11.36756345,Prompt5,V,80,17.16851272,0.198908125,1085.637656,218.273943,0,50:53.0,0
6035,SRC2477,48:04.0,2459516.575,59516.07505,3.202155962,-55.12501077,469.5854056,20.09012883,Prompt5,V,80,17.94541659,0.41565659,530.790754,247.5790598,0,50:53.0,0
6035,SRC2478,48:04.0,2459516.575,59516.07505,3.201385223,-55.12589452,429.2417255,24.57801216,Prompt5,V,80,,,-49.42116755,260.2020353,0,50:53.0,0
6035,SRC2479,48:04.0,2459516.575,59516.07505,3.204524218,-55.12586146,593.0638161,28.01633174,Prompt5,V,80,17.94824781,0.438444359,529.4084413,263.4006199,0,50:53.0,0
6035,SRC2480,48:04.0,2459516.575,59516.07505,3.206320272,-55.12625804,687.5319214,33.99067278,Prompt5,V,80,18.49387827,0.650757601,320.2865341,262.9459706,0,50:53.0,0
6035,SRC2481,48:04.0,2459516.575,59516.07505,3.194625125,-55.13128799,71.51322587,47.41061218,Prompt5,V,80,17.69583028,0.361063516,667.9714086,263.5294943,0,50:53.0,0
6035,SRC2482,48:04.0,2459516.575,59516.07505,3.204507929,-55.13098302,592.3925297,60.32315434,Prompt5,V,80,19.03545754,0.928120495,194.4943417,262.7571903,0,50:53.0,0
6035,SRC2483,48:04.0,2459516.575,59516.07505,3.209216848,-55.13392774,840.2311552,84.46721903,Prompt5,V,80,19.00236216,0.909016656,200.5141946,262.6679235,0,50:53.0,0
6035,SRC2484,48:04.0,2459516.575,59516.07505,3.202310751,-55.13873439,474.6249961,104.2270303,Prompt5,V,80,16.10289129,0.095979001,2896.899779,267.7457427,0,50:53.0,0
6035,SRC2485,48:04.0,2459516.575,59516.07505,3.195346891,-55.14131418,108.7792734,109.8752853,Prompt5,V,80,18.22789242,0.539072052,409.1975457,263.1004877,0,50:53.0,0
6035,SRC2486,48:04.0,2459516.575,59516.07505,3.20324588,-55.13967142,523.5999262,111.224714,Prompt5,V,80,16.90827019,0.190727971,1379.691256,264.9572709,0,50:53.0,0
6035,SRC2487,48:04.0,2459516.575,59516.07505,3.204920183,-55.13926888,612.0357115,111.4311484,Prompt5,V,80,17.61938533,0.340271549,716.6974417,263.795505,0,50:53.0,0
6035,SRC2488,48:04.0,2459516.575,59516.07505,3.194510043,-55.14195077,64.14220506,112.5796131,Prompt5,V,80,14.71814696,0.029053485,10371.2524,281.2734674,0,50:53.0,0
6035,SRC2489,48:04.0,2459516.575,59516.07505,3.212362628,-55.14137262,1002.303844,136.216619,Prompt5,V,80,18.19236976,0.51214454,422.806917,254.8344342,0,50:53.0,0
